Response_ID,gender_core,age_core,education_level_core,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,management_complaint_treatment_core,leadership_feedback_core,factory_recommend_tf_score
R_2UbBpsSwCqt9hM7,Man,38,Elementary School,Permanent,Yes,109,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,0
R_xnK7X3DNA7LH3ln,Man,30,Elementary School,Permanent,Yes,12,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1rCuTSORNIkKljV,Man,26,Elementary School,Permanent,Yes,60,Very satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3suXcqzqZCGpbiK,Man,37,Middle School,Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_27HA1jq1rR7Jylq,Man,35,Middle School,Permanent,Yes,84,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_1gnl3OukVsdp36N,Man,25,High School,Seasonal OR temporary,Yes,1,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2fHttf8kbtVfJa8,Woman,37,Elementary School,Permanent,Yes,121,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_33yxsdj6EpaNU7o,Man,49,Elementary School,Permanent,Yes,14,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3HtVtBZfsLTkoYO,Woman,23,High School,Permanent,Yes,42,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Agree nor disagree,Yes,Strongly Agree,No,Agree nor disagree,"Maybe, depending on the topic",Yes,1
R_1oI6kcPMrEyn4eM,Man,53,Middle School,Seasonal OR temporary,Yes,7,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_BApROaOoApfVqBb,Woman,27,Middle School,Permanent,Yes,18,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,Yes,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_bkI97T2tvvtnOtH,Woman,19,High School,Permanent,Yes,12,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Don't know,Strongly agree,Don't know,Yes,0
R_798MZLM60U69gpb,Man,38,High School,Permanent,Yes,120,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2tyutnfhXbqJzHg,Man,23,College degree or higher,Permanent,Yes,6,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1HerQvzgnxd6ybV,Woman,26,High School,Permanent,Yes,6,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,Refused,Strongly disagree,Don't know,Agree nor disagree,"Maybe, depending on the topic",Yes,1
R_2EmKjFfetjptUGe,Man,24,High School,Permanent,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3qEywXXYSVcJKeg,Man,32,Elementary School,Permanent,Yes,36,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2SwuehLDrVgW6Gn,Woman,19,High School,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2rZNcxM8FHIUgwS,Woman,24,High School,Seasonal OR temporary,Yes,2,Very satisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Somewhat agree,Yes,Agree nor disagree,Yes,No,1
R_78LkSBuNsodS2Z3,Man,20,High School,Permanent,No,24,Somewhat Satisfied,No,No,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_1kM23e7THzeHihL,Woman,20,High School,Permanent,Yes,8,Very satisfied,Yes,Yes,Neither good or bad,Somewhat agree,Yes,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_2qDADBLWMVe6ro0,Man,26,Middle School,Seasonal OR temporary,Yes,23,Very satisfied,Yes,No,Very good,Strongly agree,Yes,Strongly Agree,Yes,Refused,"Maybe, depending on the topic",No,1
R_1dczTEUX5awP6g4,Woman,24,High School,Seasonal OR temporary,Yes,6,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Agree nor disagree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_R3xvAjNtJ3yexsl,Man,29,College degree or higher,Permanent,Yes,27,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_30isOmiW6uxmyK8,Woman,23,High School,Permanent,Yes,35,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3PyI1oJ0cknwcsS,Man,39,Middle School,Permanent,Yes,48,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_WkeRUJiJm9aEkwx,Woman,23,Middle School,Permanent,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_A1LtjjeVmi4iUh3,Man,18,High School,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1PcPF1wf7XOaz43,Woman,27,Middle School,Seasonal OR temporary,Yes,1,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3PRCQFEjnNloJok,Man,20,Middle School,Permanent,Yes,8,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3Jen2HsU9b16P5P,Woman,38,Middle School,Permanent,Yes,60,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_3n7d8O9jhmGrSyO,Woman,34,Middle School,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_29hKHWAot2uwVEd,Man,42,Middle School,Permanent,Yes,60,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_uqg3Xj0QRBOEVJD,Man,33,College degree or higher,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_VPTCwh8LUxLHehz,Man,24,No school,Seasonal OR temporary,Yes,0,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3Rw4V7P6K5b22tJ,Woman,58,Elementary School,Permanent,Yes,44,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2YtFfpB8BUCztlB,Woman,42,Elementary School,Permanent,No,132,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2Qn8X5jezS5qCjG,Man,23,High School,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Don't know,Yes,Somewhat good,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_vrE4THOejzXVAYh,Man,22,Middle School,Don't know,Don't know,24,Somewhat dissatisfied,No,No,Neither good or bad,Agree nor disagree,No,Agree nor disagree,Don't know,Somewhat agree,Yes,Yes,0
R_3dH88hSuAqxEvs0,Woman,29,Middle School,Permanent,Yes,2,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_OptH8DFIFXGQRA5,Woman,33,Middle School,Permanent,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,0
R_3h9mhHnWssLr9Jp,Man,28,Middle School,Seasonal OR temporary,Yes,1,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3fZ7y6dDgyKIPfG,Man,39,Elementary School,Permanent,Yes,54,Neither satisfied nor dissatisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Somewhat agree,"Maybe, depending on the topic",Yes,1
R_1plB7jz8v4OxjVE,Woman,24,College degree or higher,Seasonal OR temporary,Yes,1,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Somewhat disagree,"Maybe, depending on the topic",Yes,0
R_27kxpXZfi0acfHf,Man,20,High School,Permanent,No,9,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_1DI3CpbQD8EFYZ5,Man,20,Middle School,Permanent,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_cuc2Zdp0iJP4N33,Woman,23,Middle School,Permanent,Yes,8,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,No,Strongly disagree,Yes,No,1
R_2q2g49bBUWZMH5V,Man,31,High School,Permanent,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2fqVDMQnbdeHPTq,Man,21,High School,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3O2KipgUUrzqM4b,Woman,25,College degree or higher,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_iURIYmjiEXnra7D,Woman,37,Elementary School,Permanent,Yes,27,Neither satisfied nor dissatisfied,No,No,Very bad,Strongly disagree,No,Strongly disagree,Yes,Strongly disagree,No,No,0
R_gJUNyoOkh8UJ1xS,Man,24,Middle School,Permanent,Yes,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,No,No,1
R_jajgRSqXq8pXo11,Man,34,Middle School,Permanent,Yes,9,Somewhat Satisfied,Yes,No,Somewhat bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_6ABFmYJgdAGkayy,Man,42,High School,Permanent,Yes,5,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat disagree,No,Somewhat agree,No,Yes,1
R_ndma0hljJi8Tonf,Man,39,Middle School,Seasonal OR temporary,Yes,48,Somewhat dissatisfied,No,No,Neither good or bad,Agree nor disagree,No,Strongly Agree,Don't know,Strongly agree,No,Yes,0
R_1CikL5RCkMZSrVF,Man,49,Elementary School,Permanent,Yes,59,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_hY16MFmcGU5TPFy,Man,30,Middle School,Permanent,Yes,36,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_kkwxirUsPO2ZJbt,Man,21,High School,Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,0
R_nlzCxGJ9Qf6DWu4,Man,43,Elementary School,Permanent,Yes,112,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Refused,Strongly disagree,Yes,No,0
R_cgSroznGyG3DRiG,Woman,24,Elementary School,Permanent,Yes,96,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,1
R_d57TK5sAhLyVJL5,Woman,35,Middle School,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Don't know,Somewhat disagree,Yes,No,1
R_62arKkQbXOYHMtj,Man,27,Elementary School,Permanent,Yes,3,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly agree,Yes,No,1
R_jgTsJlS9G7gIYnK,Man,29,Elementary School,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_kEQ3OoJLaegNotR,Man,22,Middle School,Permanent,Yes,24,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Agree nor disagree,No,Strongly disagree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_jNsoxc1sNnbkDiz,Man,56,Elementary School,Permanent,Yes,42,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_8QPsrABemGZaym7,Man,24,Middle School,Permanent,Yes,19,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,Yes,No,1
R_iq2EfuzGceQhggj,Man,42,Elementary School,Permanent,Yes,17,Somewhat Satisfied,Yes,Don't know,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_n61oL4Pfvl4FF9U,Man,38,Elementary School,Permanent,Yes,72,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Strongly disagree,Yes,Somewhat agree,"Maybe, depending on the topic",Yes,1
R_2Sh6LCbPLlu4ARS,Woman,39,Elementary School,Permanent,Don't know,120,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_kpEwx1EK2weGiHQ,Man,41,Middle School,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Agree nor disagree,Yes,Somewhat disagree,Yes,No,1
R_3J5TJEdQvaOJkeW,Woman,23,Elementary School,Permanent,Yes,2,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly agree,"Maybe, depending on the topic",No,1
R_htcFg1t1jrfCfqc,Woman,41,No school,Permanent,Don't know,168,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Agree nor disagree,Yes,Somewhat disagree,Yes,Yes,0
R_h5Bp24xge94wptH,Man,19,High School,Permanent,No,7,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2vmDuTkCZayc7iM,Man,29,Elementary School,Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_eia3dxrL8YX6AUp,Man,40,High School,Permanent,Yes,8,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly disagree,No,Agree nor disagree,No,Strongly disagree,"Maybe, depending on the topic",No,1
R_oUxBmP4yumVq8fM,Woman,29,Middle School,Permanent,Yes,16,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat agree,No,Agree nor disagree,Don't know,Somewhat agree,No,No,0
R_kl1Dg6kmgs0qg9C,Man,26,Elementary School,Permanent,Don't know,12,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,Strongly disagree,Yes,Strongly agree,No,Yes,0
R_5RoC2Z6adYOfxOB,Woman,29,Middle School,Permanent,Yes,13,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_19NYhMFxIO3dOok,Woman,49,Middle School,Permanent,No,42,Somewhat Satisfied,No,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_oURxM1KgUAGvnXf,Woman,25,Elementary School,Permanent,Don't know,3,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Agree nor disagree,Yes,Somewhat disagree,No,No,1
R_mT8zkPEtfWE2tTZ,Woman,21,Middle School,Permanent,Yes,6,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_iNdVKL33uuZ4AAx,Woman,25,Elementary School,Seasonal OR temporary,Yes,0,Neither satisfied nor dissatisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Agree nor disagree,Yes,No,1
R_ca49rP2fbFDimKF,Man,25,Middle School,Permanent,Yes,108,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Agree nor disagree,Yes,No,0
R_ggfZPdyHpMgycYk,Woman,43,No school,Permanent,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_49kyWWUw9Pv92g8,Woman,22,Middle School,Permanent,Yes,24,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_0ftHVC4Nx0Ml6yu,Woman,19,Middle School,Seasonal OR temporary,Yes,9,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_8Q1RlEP3a4kN85q,Man,27,Middle School,Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_od85tTANifge3vf,Woman,28,High School,Permanent,Yes,10,Very satisfied,No,Yes,Very good,Somewhat agree,No,Somewhat disagree,Yes,Strongly agree,Yes,Yes,1
R_f2KDiW2MEATUdwr,Woman,24,High School,Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_fd6zyMR3KqvwxNz,Woman,30,Elementary School,Permanent,Yes,11,Very satisfied,Don't know,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_erRhQ20kqQ7wicn,Woman,19,High School,Permanent,Yes,9,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_9b531ARyi0IUSHN,Woman,39,Middle School,Permanent,Yes,13,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Agree nor disagree,Don't know,Strongly disagree,Yes,No,1
R_op4rHu1tpw3OEDt,Woman,19,High School,Permanent,Yes,8,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_jRwlKnJiUJI42Sc,Woman,34,Elementary School,Permanent,Yes,109,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_jAGr3IKPXZwelIA,Woman,25,High School,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1CiSnwKf8LsTtN2,Woman,29,Middle School,Permanent,Yes,24,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_g6HJjJoKFdF8d2u,Woman,37,Middle School,Permanent,Yes,4,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2lXm0fuPhfhqdqB,Woman,39,Elementary School,Permanent,Yes,17,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_iBYbWXPdRaKV4mF,Woman,51,Middle School,Permanent,Yes,204,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_4cd3h0P0oStafHq,Woman,43,Middle School,Permanent,Yes,11,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_iuOuTYsLrijn6BK,Woman,39,No school,Permanent,Yes,84,Very satisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,Somewhat disagree,Yes,Somewhat agree,No,Yes,1
R_3cdzqMO60AooFum,Woman,23,Middle School,Permanent,Yes,11,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,Yes,No,1
R_gV5v7jjJwzV1fsC,Woman,31,Middle School,Permanent,Yes,1,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_lJVSSj9RY0c2ANC,Woman,37,Middle School,Permanent,Yes,35,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly disagree,Yes,Strongly Agree,Yes,Somewhat agree,"Maybe, depending on the topic",Yes,0
R_ocrfRK726f41Y8r,Woman,48,Elementary School,Permanent,Yes,161,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,Yes,No,1
R_ayO0RTpT1wPZAJi,Man,23,High School,Permanent,Yes,14,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly disagree,Yes,Strongly disagree,No,Strongly agree,Yes,Yes,1
R_37Jn0NWtIx891Z3,Woman,27,Elementary School,Permanent,Yes,39,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_jraJR89kUtXENiO,Man,25,Middle School,Permanent,Yes,14,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,No,Strongly disagree,Yes,No,1
R_9s4W3iuYSD7KXqR,Man,20,Middle School,Permanent,Yes,18,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_ocwzvCEkhJlobqq,Man,21,Middle School,Permanent,Yes,2,Very satisfied,Yes,No,Very good,Somewhat agree,No,Strongly Agree,No,Strongly agree,"Maybe, depending on the topic",No,1
R_5mOgZ9gRMrcVlnA,Woman,21,Middle School,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,No,Agree nor disagree,Yes,No,1
R_daf8Wid3lQ56TyO,Woman,21,Elementary School,Permanent,No,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,Yes,No,1
R_fQkm8oknCiSGZkh,Man,19,Middle School,Permanent,Yes,2,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Somewhat agree,"Maybe, depending on the topic",No,1
R_hHomCg8ZVae8xAu,Woman,41,No school,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_mfXpBbi8AYKTarU,Woman,38,High School,Permanent,Yes,6,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,1
R_6KEVEHyA1l14n6v,Man,25,Elementary School,Permanent,Yes,60,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Somewhat disagree,No,Yes,1
R_knvkteAcOcfyyp3,Man,19,Middle School,Permanent,Don't know,13,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,1
R_3TmO0LoA4jJLk45,Man,36,Middle School,Permanent,Yes,84,Neither satisfied nor dissatisfied,Yes,Don't know,Neither good or bad,Agree nor disagree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_0yHgnYXAmYoyUwQ,Woman,40,Middle School,Permanent,Yes,36,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_bsgiLebJpWn8hYq,Woman,24,Middle School,Permanent,Yes,7,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Somewhat agree,Don't know,Somewhat disagree,No,No,0
R_7Jz3RLy51D2cdsJ,Man,44,Middle School,Seasonal OR temporary,Yes,252,Somewhat Satisfied,Yes,No,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_mDh7lFMkzyzOWZC,Woman,42,Middle School,Permanent,Yes,156,Very satisfied,Refused,No,Somewhat good,Agree nor disagree,No,Somewhat agree,Yes,Strongly disagree,No,No,0
R_ac8EvlgASCDTNBq,Woman,25,Elementary School,Permanent,Don't know,8,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat disagree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,0
R_bSdutQwI7QhIvo8,Man,30,Elementary School,Permanent,No,9,Very satisfied,No,No,Somewhat good,Strongly disagree,No,Somewhat agree,Don't know,Somewhat agree,Don't know,No,1
R_hR1cJUK3pDrTryp,Man,22,High School,Seasonal OR temporary,Yes,0,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_lIxfRCX3mfEh6lT,Woman,27,High School,Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_1uVmAZoyp6AdO3T,Woman,46,Middle School,Permanent,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_2JoV809PBYsYn8w,Woman,41,Middle School,Permanent,Yes,20,Very satisfied,Don't know,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_k7EfNAEXF0p4RC5,Woman,50,No school,Permanent,Yes,221,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,Yes,No,1
